1728 crystal
0.802077  0.218755  0.010415  0.000578704
0.802077  0.218755  0.03125  0.000578704
0.822912  0.23959  0.052085  0.000578704
0.822912  0.23959  0.07292  0.000578704
0.843747  0.260415  0.093745  0.000578704
0.843747  0.260415  0.11458  0.000578704
0.864583  0.28125  0.135415  0.000578704
0.864583  0.28125  0.15625  0.000578704
0.218747  0.802085  0.010415  0.000578704
0.218747  0.802085  0.03125  0.000578704
0.239583  0.822915  0.052085  0.000578704
0.239583  0.822915  0.07292  0.000578704
0.760415  0.697915  0.093745  0.000578704
0.822912  0.69792  0.11458  0.000578704
0.697923  0.760415  0.093745  0.000578704
0.697923  0.82292  0.11458  0.000578704
0.843747  0.718755  0.135415  0.000578704
0.864583  0.718755  0.135415  0.000578704
0.885415  0.73959  0.15625  0.000578704
0.906245  0.73959  0.15625  0.000578704
0.260417  0.843745  0.093745  0.000578704
0.260417  0.843745  0.11458  0.000578704
0.281253  0.864575  0.135415  0.000578704
0.281253  0.864575  0.15625  0.000578704
0.718755  0.843745  0.135415  0.000578704
0.718755  0.864575  0.135415  0.000578704
0.739585  0.885415  0.156245  0.000578704
0.739585  0.906245  0.156245  0.000578704
0.802077  0.010415  0.218755  0.000578704
0.802077  0.03125  0.218755  0.000578704
0.822912  0.052085  0.23959  0.000578704
0.822912  0.07292  0.23959  0.000578704
0.843747  0.093745  0.260415  0.000578704
0.843747  0.11458  0.260415  0.000578704
0.864583  0.135415  0.28125  0.000578704
0.864583  0.15625  0.28125  0.000578704
0.885415  0.302085  0.177085  0.000578704
0.906245  0.302085  0.23959  0.000578704
0.885415  0.177085  0.302085  0.000578704
0.906245  0.23959  0.302085  0.000578704
0.0104175  0.802085  0.218755  0.000578704
0.0312525  0.802085  0.218755  0.000578704
0.0520875  0.82292  0.23959  0.000578704
0.0729225  0.82292  0.23959  0.000578704
0.927077  0.760415  0.177085  0.000578704
0.947912  0.760415  0.177085  0.000578704
0.968747  0.78125  0.19792  0.000578704
0.989583  0.78125  0.19792  0.000578704
0.093755  0.843745  0.260415  0.000578704
0.114585  0.843745  0.260415  0.000578704
0.135417  0.86458  0.28125  0.000578704
0.156253  0.86458  0.28125  0.000578704
0.302085  0.885415  0.177085  0.000578704
0.302085  0.90625  0.23959  0.000578704
0.177085  0.885415  0.302085  0.000578704
0.239583  0.90625  0.302085  0.000578704
0.760415  0.927075  0.177085  0.000578704
0.760415  0.947905  0.177085  0.000578704
0.781245  0.968745  0.197915  0.000578704
0.781245  0.989575  0.197915  0.000578704
0.218747  0.010415  0.802085  0.000578704
0.218747  0.03125  0.802085  0.000578704
0.239583  0.052085  0.822915  0.000578704
0.239583  0.07292  0.822915  0.000578704
0.760415  0.093745  0.697915  0.000578704
